	Gender					
Do you think that putting money aside each month using your mobile money service	Female	Female	Male	Male	Total	Total
	%	N	%	N	%	N
Yes	100%	12	100%	9	100%	21
Total	100%	12	100%	9	100%	21

Pearson chi2(0) = . Pr = .						

