	None					
Strategy	No	No	Yes	Yes	Total	Total
	%	N	%	N	%	N
Sub-optimal	55%	200	75%	43	58%	243
Neutral	12%	42	11%	6	11%	48
Optimal	34%	123	14%	8	31%	131
Total	100%	365	100%	57	100%	422

Pearson chi2(2) = 9.8312 Pr = 0.007						

