	Gender					
Do you think that regularly putting money aside using your bank account, insuran	Female	Female	Male	Male	Total	Total
	%	N	%	N	%	N
No	3%	4	1%	1	2%	5
Yes	96%	131	98%	124	97%	255
Dont Know	1%	1	1%	1	1%	2
Total	100%	136	100%	126	100%	262

Pearson chi2(2) = 1.6128 Pr = 0.446						

