	Spending vs Saving					
Approach to Life	Save	Save	Spend	Spend	Total	Total
	%	N	%	N	%	N
Live day by day	10%	37	14%	23	11%	60
I plan for the future	25%	88	19%	32	23%	120
Stability and security is everything	9%	32	7%	12	8%	44
I live for my family	56%	198	60%	101	57%	299
Total	100%	355	100%	168	100%	523

Pearson chi2(3) = 3.5507 Pr = 0.314						

