	None					
Strategy	No	No	Yes	Yes	Total	Total
	%	N	%	N	%	N
Sub-optimal	58%	244	0%	0	58%	244
Neutral	11%	48	0%	0	11%	48
Optimal	31%	130	100%	1	31%	131
Total	100%	422	100%	1	100%	423

Pearson chi2(2) = 2.2343 Pr = 0.327						

