	Stokvel					
Savers	No	No	Yes	Yes	Total	Total
	%	N	%	N	%	N
Small Savers <500/month	81%	109	66%	52	75%	161
Big Savers >500/month	19%	26	34%	27	25%	53
Total	100%	135	100%	79	100%	214

Pearson chi2(1) = 5.9524 Pr = 0.015						

