	tertiary					
Strategy	0	0	1	1	Total	Total
	%	N	%	N	%	N
Sub-optimal	59%	217	49%	25	58%	242
Neutral	11%	41	14%	7	11%	48
Optimal	30%	111	37%	19	31%	130
Total	100%	369	100%	51	100%	420

Pearson chi2(2) = 1.7579 Pr = 0.415						

