	Cash in a Safe Place					
Savers	No	No	Yes	Yes	Total	Total
	%	N	%	N	%	N
Small Savers <500/month	76%	122	72%	39	75%	161
Big Savers >500/month	24%	38	28%	15	25%	53
Total	100%	160	100%	54	100%	214

Pearson chi2(1) = 0.3515 Pr = 0.553						

