	Accident					
Strategy	No	No	Yes	Yes	Total	Total
	%	N	%	N	%	N
Sub-optimal	62%	182	48%	62	58%	244
Neutral	10%	30	14%	18	11%	48
Optimal	28%	82	38%	49	31%	131
Total	100%	294	100%	129	100%	423

Pearson chi2(2) = 7.0386 Pr = 0.030						

