	event_unintentional					
Strategy	0	0	1	1	Total	Total
	%	N	%	N	%	N
Sub-optimal	55%	65	59%	179	58%	244
Neutral	8%	10	12%	38	11%	48
Optimal	37%	44	29%	87	31%	131
Total	100%	119	100%	304	100%	423

Pearson chi2(2) = 3.4622 Pr = 0.177						

