	Which of these two statements applies best to you?					
Which of these two statements applies best to you?	Save	Save	Spend	Spend	Total	Total
	%	N	%	N	%	N
Save	100%	356	0%	0	68%	356
Spend	0%	0	100%	170	32%	170
Total	100%	356	100%	170	100%	526

Pearson chi2(1) = 526.0000 Pr = 0.000						

