	Cash					
Strategy	No	No	Yes	Yes	Total	Total
	%	N	%	N	%	N
Sub-optimal	57%	92	30%	12	52%	104
Neutral	10%	16	10%	4	10%	20
Optimal	33%	53	60%	24	38%	77
Total	100%	161	100%	40	100%	201

Pearson chi2(2) = 10.6958 Pr = 0.005						

